,Companies,locations
1029,"['Tourisme Québec', 'IBM', 'UQAM | Université du Québec à Montréal', 'UQAM | Université du Québec à Montréal']","['Montréal', 'Région de Montréal, Canada', 'Région de Montréal, Canada', 'Région de Montréal, Canada']"
1030,"['GAUS\n        Contract Full-time', ""Ecole Nationale Supérieure d'Informatique et d'Analyse des Systèmes - ENSIAS\n        Contract Full-time"", ""Ministère Chargé de l'Industrie  MCI"", 'QISTASLAB', 'SOMACA ; Société Marocaine de Construction Automobile']","['Sherbrooke, Québec, Canada', 'Rabat-Salé-Kénitra, Maroc', 'Préfecture de Rabat, Morocco', 'Préfecture de Skhirat-Témara, Morocco', 'Préfecture de Casablanca, Morocco']"
1031,['Nokia'],[]
1032,[],[]
1033,[],[]
1034,"['Nuvei', 'IDEMIA', 'SAFRAN IDENTITY & SECURITY', 'Morpho, Safran group']","['Montreal, Canada', 'Casablanca, Morocco', 'Casablanca, Morocco', 'Casablanca, Morocco']"
1035,[],[]
1036,"['Desjardins\n        Full-time', 'GRIIS - Groupe de recherche interdisciplinaire en informatique de la santé\n        Full-time', 'CGI']","['Région de Montréal, Canada', 'Québec, Canada']"
1037,"['Leyton', 'Institut National des Postes et Télécommunications (INPT)\n        Contract Part-time', 'University of North Dakota']","['Ontario, Canada', 'Rabat-Salé-Kenitra, Morocco', 'Grand Forks, North Dakota, USA']"
1038,"['Leap Conseil', 'La Capitale', 'Jumia Maroc', 'Centrale Danone', 'OLTECH']","['Quebec, Canada', 'Quebec, Canada', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca Prefecture, Morocco']"
1039,"['Intact\n        Full-time', 'Alithya\n        Full-time', 'assurance', 'CDG Développement- Groupe CDG', 'Honda Motor Europe Ltd succursale France']","['Région de Montréal, Canada', 'Région de Montréal, Canada', 'Casablanca, Maroc', 'Rabat, Maroc', 'Casablanca, Maroc']"
1040,[],[]
1041,[],"['Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco', 'Casablanca Prefecture, Morocco']"
1042,"['Société Générale - Africa Technologies & Services\n        Full-time', 'ADMIR LAB, Rabat IT CENTER', 'International Moroccan School\n        Full-time', 'Kaabpub (Start-up)', 'Préfecture de Inezgane ait Melloul']","['Préfecture de Casablanca, Morocco', 'Préfecture de Rabat, Morocco', 'Préfecture d’Inezgane-Aït Melloul, Morocco', 'Agadir', 'Inezgane']"
1043,"['Bell', 'Effenti inc\n        Permanent Full-time', 'Gfi Maroc\n        Permanent Full-time', 'Al Barid Bank', 'CIH BANK']","['Quebec, Canada', 'Quebec, Canada', 'Rabat Prefecture, Morocco', 'Rabat, Rabat-Salé-Kenitra, Morocco', 'Casablanca, Casablanca-Settat, Morocco']"
1044,"['AudienceView', 'Orange Business Maroc', 'ADIAS - IT Solutions & Services']","['Toronto, Ontario, Canada', 'Rabat', 'Casablanca']"
1045,['SSI SCHÄFER\n        Full-time'],"['Canada', 'Casablanca et périphérie', 'Casablanca et périphérie']"
1046,"['Independant', 'InEdge - Insurance Analytics', 'IMS Health Canada', 'CNIA SAADA ASSURANCE', 'Meditelecom']","['Montreal, Quebec, Canada', 'Casablanca, Grand Casablanca, Morocco', 'Casablanca, Grand Casablanca, Morocco']"
1047,"['Equisoft', 'Equisoft', 'Bell Technical Solutions', 'BMCI Groupe BNP Paribas', 'COMPUTIME SARL']","['Région de Montréal, Canada', 'Région de Montréal, Canada', 'Montreal, Canada Area', 'Casablanca - Maroc']"
1048,"['ALFINEX Conseils\n        Self-employed', 'WARCIP Project of World Bank Group', 'ALFINEX Consulting', 'Groupe BGFIBank\n        Permanent Full-time', 'Millennium Challenge Account\n        Freelance']","['Canada', ""Afrique de l'Ouest et France"", ""Afrique de l'Ouest"", 'Bénin', ""Benin, Côte d'Ivoire, Sénégal, Mauritanie, Maroc, France, USA""]"
1049,"['Confidential\n        Full-time', 'Fujikura Automotive Morocco', 'Nestlé', 'Les Domaines Agricoles Business Unit PL', 'Les Domaines Agricoles']","['Alberta, Canada', 'Maroc', 'Préfecture de Casablanca, Morocco', 'Casablanca']"
1050,[],[]
1051,"['TalanSolutions (EXL Group)', 'Blan-mar', 'Tanger Med Zones', 'ONCF']","['Paris Area, France']"
1052,"['EPSI Inc.', 'Faurecia', 'Necotrans']","['Gatineau, Quebec, Canada', 'Paris, Île-de-France, France', 'Casablanca Metropolitan Area - Morocco', 'Casablanca Metropolitan Area - Morocco', 'Casablanca Metropolitan Area - Morocco']"
1053,"['CA Technologies', 'NET2S, now part of BT', 'Inria\n        Internship']","['Dubai', 'Dubai', 'Paris Area, France', 'Paris Area, France', 'Paris Area, France', 'Paris Area, France', 'Paris Area, France', 'Sophia Antipolis, Provence-Alpes-Côte d’Azur, France']"
1054,"['Stealth Startup - Tech & Entertainment', 'Motorola Mobility', 'Human Engines', 'Qualcomm']","['California', 'Mountain View, California', 'Greater San Diego Area', 'Greater San Diego Area']"
1055,"['University of Houston', 'University of Houston', 'University of Houston', ""L'Association des jeunes Développeurs"", 'IEEE ENSIAS Student Branch']","['United States', 'United States', 'United States', 'Rabat Prefecture, Morocco', 'Préfecture de Rabat, Morocco']"
1056,"['University of Houston', 'University of Houston', 'CDG Capital', 'Chaabi Bank']","['Houston, Texas Area', 'United States', 'Préfecture de Rabat, Morocco', 'Préfecture de Fès, Morocco']"
1057,"['Prometheus Computing LLC', 'Université Clermont Auvergne', 'The James Hutton Institute', 'Atos']","['Maryland, USA', 'United States', 'Clermont-Ferrand Area, France', 'United Kingdom', 'Lyon Area, France']"
1058,"['Microsoft\n        Full-time', 'Microsoft', 'eBay', 'eBay', 'University of Houston']","['Mountain View, California, United States', 'San Francisco Bay Area', 'San Jose, California', 'San Jose Bay Area']"
1059,"['CDM Smith\n        Full-time', 'MAScIR - Moroccan Foundation for Advanced Science, Innovation and Research', 'MAScIR - Moroccan Foundation for Advanced Science, Innovation and Research']","['Greater Boston Area', 'Préfecture de Rabat, Morocco', 'Rabat Prefecture, Morocco']"
1060,"['Two Sigma', 'RMS', 'Private Business']","['Greater New York City Area', 'Mountain View, ca', 'Mountain View, CA', 'Newark, CA']"
1061,"['Google\n        Full-time', 'Cognizant']","['Dallas-Fort Worth Metroplex', 'Plano, TX', 'Plano, Texas', 'Plano, Texas']"
1062,"['Pariveda Solutions', 'Smartbridge', 'ST', 'Longofer']","['Houston, Texas, United States', 'Houston, Texas Area', 'Houston, Texas Area', 'Houston, Texas Area', 'Région de Grenoble, France', 'Casablanca, Morocco']"
1063,"['University of Pennsylvania', 'Devoteam Consulting']","['Frederick, MD', 'Maroc']"
1064,"['NAG (Numerical Algorithms Group)\n        Full-time', 'Innovative Computing Laboratory (ICL)', 'Inria', 'Bordeaux-INP']","['Manchester, United Kingdom', 'Manchester, United Kingdom', 'Manchester, United Kingdom', 'Knoxville, Tennessee Area', 'Bordeaux Area, France', 'Bordeaux Area, France']"
1065,"['Terragence \n        Internship', 'Mohammed VI Polytechnic University\n        Full-time', 'Smart Technologies Group \n        Full-time']","['London, United Kingdom', 'Marrakech, Morocco', 'Morocc']"
1066,"['VISEO\n        Full-time', 'Novedia Group\n        Full-time', 'Netfective Technology']","['London, United Kingdom', 'London, United Kingdom', 'Casablanca', 'Casablanca']"
1067,"['Amazon', 'BT', 'Maroc Telecom\n        Full-time']","['London, United Kingdom', 'London, United Kingdom', 'London, United Kingdom', 'London, United Kingdom', 'Morocco']"
1068,"['SAP', 'Nevo-Technologies Morroco', 'SQLI']","['Tokyo, Japan', 'Tokyo, Japan', 'Oujda', 'Oujda', 'Oujda']"
1069,"['ExaWizards Inc.\n        Permanent', 'アルファヤ\n        Freelance', 'Sendagaya Japanese Institute\n        Contract', 'Tokai University\n        Contract', 'Rakuten\n        Part-time']","['Tokyo, Japan', 'Tokyo, Japan', 'Tokyo, Japan', 'Kanagawa, Japan', 'Greater Tokyo Area']"
1070,"['NeurodigitX', 'NodOn®', 'Zenytime', 'mascir', 'Compagnie Marocaine Des Hydrocarbures SA']","['Shanghai City, China', 'Rabat, Phoenix', 'Maroc', 'Maroc']"
